player_id,rank,agent,role,matches_played,win_rate,kills_per_match,deaths_per_match,assists_per_match,acs,headshot_pct,utility_usage,clutch_success_rate
P0001,Silver,Clove,Controller,367,0.5295119226852592,16.702813337684567,13.294892750616949,5.307002656835091,182.77973075736477,0.23248642377530557,0.5260871976097732,0.3565629464108979
P0002,Immortal,Iso,Duelist,363,0.5506517156453838,20.43480280516282,12.060548539416178,10.627069381846525,239.8417660914359,0.23008810301737184,0.3552644714466308,0.336361458848106
P0003,Platinum,Phoenix,Duelist,210,0.5011328961526095,18.36101985885466,13.314310022155507,6.112291959375043,241.37235852438948,0.2769811483372041,0.29051730109530005,0.37552389405503217
P0004,Platinum,Brimstone,Controller,380,0.5558641790579388,20.521012239168286,9.885578704270003,5.088646812330666,246.36364859054652,0.20776743494356884,0.6593132957392326,0.26690996409815304
P0005,Bronze,Clove,Controller,65,0.4217509044483962,16.144393431876974,16.51833663518075,1.977407197006749,164.08995420933832,0.1487198524522104,0.5164214037615136,0.2356638036037937
P0006,Bronze,Veto,Sentinel,387,0.4711606187228509,16.02054917367203,14.933457816732657,6.567701033180712,156.56975586038908,0.17931334232174193,0.4722329802913694,0.41609294656074347
P0007,Iron,Omen,Controller,143,0.43657426310108793,12.498740565455304,15.981784883291851,2.942226963961857,173.17627949767797,0.18954657068383124,0.6719962099815163,0.23952749316554311
P0008,Ascendant,Cypher,Sentinel,353,0.5670882929480541,20.024733158090076,9.345619202607823,8.040884849786888,259.331786795193,0.3572517761701802,0.6508234931581175,0.3301914281665723
P0009,Platinum,Sova,Initiator,187,0.46328018086467554,19.326863521174264,13.6181709230854,6.057747728542909,167.2341509849764,0.23360996298768955,0.4159615814903684,0.23284746522009933
P0010,Platinum,Sova,Initiator,387,0.5814887112260969,17.71777147955071,16.73649588650457,4.021547252546234,215.40212933738198,0.1899809304743832,0.6242890329541174,0.1755750743083468
P0011,Iron,Tejo,Initiator,87,0.5310341898291557,9.831512492776582,16.18409824245741,3.776579057650419,170.17315608559682,0.30288702750134794,0.5434571905577813,0.1804467654757912
P0012,Immortal,Cypher,Sentinel,176,0.5804414069133697,19.98614527810971,11.071737979677025,6.65370573020927,230.119244134205,0.2316079309782591,0.5736775408903168,0.3916321410188286
P0013,Diamond,Viper,Controller,324,0.48768225633148127,19.577862660229613,14.135631112960919,5.696664380451808,214.8513845049442,0.21782868744983683,0.7377631471260268,0.34531922740607446
P0014,Silver,Deadlock,Sentinel,213,0.4814551354162511,16.663295334251526,12.429263646964603,7.566543213786181,195.4792102415347,0.2710741219585818,0.47243292495082856,0.32738997763615907
P0015,Bronze,Neon,Duelist,368,0.4994930070293,12.913053785492913,14.435150067763484,5.4437626365760545,163.70249335873842,0.2296328086732002,0.25059357141396454,0.2284539780224672
P0016,Bronze,Chamber,Sentinel,126,0.41924061621421965,6.070674979067165,21.27340222212314,4.461758807122201,165.65682385726288,0.22971887077868697,0.6655068341826493,0.3096147707921042
P0017,Silver,Sage,Sentinel,223,0.4735550407940905,20.70354367794411,13.171934577255401,5.560755717502505,202.03152640492368,0.1806646157142879,0.5645734947084271,0.3557217635422224
P0018,Gold,Deadlock,Sentinel,370,0.5170327068206071,18.174032960784775,11.445784642037205,6.785106132205687,207.96096433018525,0.1956827856675512,0.5782115604976386,0.3276806479769074
P0019,Gold,Raze,Duelist,140,0.5601523926102963,18.723523984207702,13.479714565359878,5.173471510748307,207.68557669971904,0.3162142430373739,0.2049855093143533,0.1735343482537784
P0020,Silver,Omen,Controller,287,0.5187711866544688,17.111882903291683,11.142583318984041,4.349189805531216,219.4431019561639,0.21638306749217245,0.7857784552058071,0.22291985800022443
P0021,Platinum,Killjoy,Sentinel,313,0.5608433984766131,20.134977442259956,10.949397699937897,5.519849285474875,166.89860900179582,0.24882528404887136,0.3836032138608807,0.423337989145267
P0022,Bronze,Fade,Initiator,228,0.4286865721661787,14.271718848163314,14.921242397192021,4.2826821570781695,170.86081741700775,0.18740881606677112,0.6118772739584807,0.3036324391247561
P0023,Silver,Skye,Initiator,258,0.5000959477586961,15.241796503302506,15.074068623560741,5.319229770324579,178.32108807389275,0.12920340019900886,0.570932685149187,0.20954492855132395
P0024,Silver,Astra,Controller,122,0.4439018336437435,14.743712521661644,14.148400680543325,5.507536162903939,165.14843986542354,0.23492554021005907,0.5625939517600285,0.23348546370262854
P0025,Gold,Killjoy,Sentinel,156,0.5422763049942606,24.17977921537277,13.420308311575292,5.673163954246415,198.88532120212773,0.28992325866926105,0.6121076368449011,0.27047154126153417
P0026,Diamond,Viper,Controller,394,0.5975609820392808,19.232250517338436,12.303420611431829,6.473157534487475,210.47199902672406,0.29981853873793385,0.3917940829236532,0.29716631409937194
P0027,Bronze,Gekko,Initiator,344,0.47766817843863113,9.46100427100518,14.68602507506775,3.145967109266891,176.7835515827097,0.15577745688586897,0.587137909761739,0.22906851576794407
P0028,Gold,Raze,Duelist,333,0.48162947066025924,19.14084234672159,12.502852943077746,4.721999920568185,217.0640309010311,0.18911803740831104,0.22625946544198244,0.15706960227566003
P0029,Platinum,Skye,Initiator,231,0.5098136435979201,15.190128445164229,12.886299729693476,5.1202065103610455,211.28229127854206,0.22381922037944732,0.6474725600905729,0.4067048054513803
P0030,Iron,Jett,Duelist,86,0.5103258105331004,12.214415924080267,15.521730466757903,4.939652008680916,158.40183094674902,0.2314552900916568,0.32988142249081465,0.31489725875219465
P0031,Platinum,Harbor,Controller,186,0.5024644777688252,15.883854528292973,16.75024341784141,5.414045203872972,218.6689315243627,0.1875531774985459,0.5716915275165065,0.4358740267305931
P0032,Bronze,Iso,Duelist,387,0.5024997083725284,15.395173940678397,13.745862494670561,4.9620148533260116,143.94310472950508,0.23101161828358768,0.32173368476825465,0.09169064361620805
P0033,Iron,Neon,Duelist,105,0.43694457991092606,7.631014529896382,16.410293156712644,5.273713908898287,134.5096178538526,0.21380936977454895,0.48871389599922743,0.2570245167345484
P0034,Immortal,Vyse,Sentinel,236,0.5632931775770078,21.723835330677037,11.8867041768859,7.33954279521228,298.84491189512596,0.22856591706813434,0.6393715564418126,0.21839221966881753
P0035,Immortal,Skye,Initiator,390,0.5127675486265287,21.34099239872775,8.4521454340656,10.276581265274649,254.76598012368328,0.19926253416455758,0.7774988413536466,0.24600249673515737
P0036,Diamond,Omen,Controller,307,0.5505800190294253,19.4303261245156,11.840708864940371,11.147449151106887,224.8364972393713,0.20715569252287194,0.7679145716235676,0.3798924603111711
P0037,Silver,Killjoy,Sentinel,107,0.4845550433303061,16.757667265378956,15.043065854602593,7.869090275459783,141.52462191172015,0.16492268084073272,0.5427966673356474,0.4904632434826387
P0038,Bronze,Fade,Initiator,172,0.5403267335729667,9.391576128112067,14.458486165121146,8.554541346607625,165.38676666720585,0.18784579337728213,0.5127569146962603,0.25230549708226874
P0039,Platinum,Omen,Controller,237,0.4769903652288751,19.58439458976668,13.508779547511532,4.828486584677724,220.19766469838595,0.2447172447203566,0.5072334989532403,0.05
P0040,Gold,Vyse,Sentinel,279,0.6147384295773892,13.129375336434222,14.026244812913433,4.277865995764678,203.52300903775384,0.2407746733993091,0.6165877811457279,0.3250432549507051
P0041,Bronze,Sova,Initiator,217,0.4689405264748297,17.668404071712548,15.897597011430628,3.526034436944416,164.40569421359254,0.18948000832296552,0.5333033577651287,0.37780369359495625
P0042,Gold,Iso,Duelist,163,0.5188914610611078,16.80621043053606,10.488295809320132,5.3364648700548045,200.6875061805292,0.2067719296267601,0.3570282304420335,0.12771432023185525
P0043,Iron,Gekko,Initiator,301,0.3903463932783885,8.471103655538883,16.436510293695722,4.470460551111731,173.3206914677972,0.16471472622902003,0.6345043067310493,0.3807495435625551
P0044,Ascendant,Cypher,Sentinel,156,0.5757353153777235,21.368618128156207,10.869958409058757,4.142987959801804,273.88824390110176,0.2744501057811545,0.2946170559836423,0.316404460834504
P0045,Silver,Astra,Controller,86,0.5036525464116606,17.324406667892376,12.34156174742834,2.8151180401109546,222.3168910457054,0.22194584335498138,0.6559574110980516,0.12642595997293674
P0046,Platinum,Chamber,Sentinel,384,0.5668663645910439,20.441993905811273,11.682220632910518,10.390905138709995,195.11289868738254,0.16514022122833594,0.4198239548981102,0.3445916700519324
P0047,Silver,Omen,Controller,141,0.43108388962040284,14.219245883479845,14.941416818888676,3.639788410959711,216.44612512371555,0.11329780391261902,0.7100225041745438,0.272561407412324
P0048,Gold,Veto,Sentinel,67,0.570339042789402,13.552851664125606,12.222896470787415,5.048529531410167,187.37125945033634,0.17783982994054562,0.5193586995065699,0.23479819537198554
P0049,Gold,Viper,Controller,112,0.518070776188599,15.522707745771848,14.440866855563476,3.437162323056691,196.4203311721662,0.20739571191769413,0.4699282511628485,0.1476172038563812
P0050,Bronze,Yoru,Duelist,199,0.4804114447653656,12.685730075443884,13.953421644152632,3.5198056564127893,162.2691676820448,0.21729768009201578,0.22837330581109322,0.25074309445326615
P0051,Immortal,Astra,Controller,188,0.568952886924762,19.28006161976165,12.841699981777529,8.232143072068773,295.3500479153068,0.2090671603111187,0.8600395610955671,0.2587870582212767
P0052,Diamond,Gekko,Initiator,235,0.4935928680860475,18.36518373117132,12.481937206136083,2.8944970983492047,257.84911882966134,0.1,0.34656609642266145,0.15430986730558036
P0053,Ascendant,Skye,Initiator,234,0.5636362313701644,22.963065750598243,11.912369066181261,4.9136588031118436,235.35316849574525,0.3892269429947324,0.5463276862369225,0.33868252618024114
P0054,Ascendant,Yoru,Duelist,254,0.569364777491161,16.467895811701435,10.973832691597668,6.658420577746371,259.3098619353897,0.29036045514988823,0.17330925379417841,0.07655001725312591
P0055,Platinum,Phoenix,Duelist,309,0.4507285865942755,21.20132788984322,11.92878045178142,7.785528043434617,246.44310959805432,0.27211566812947835,0.1,0.2982127309572085
P0056,Ascendant,Brimstone,Controller,263,0.5996642702582563,21.07508368297364,13.137708008611968,6.894669457723575,194.554441650241,0.20414723384573677,0.7116054235537103,0.30427538002328064
P0057,Bronze,Astra,Controller,305,0.49982623169482904,10.020368962401706,13.987682255354823,4.2244000878497925,148.04022865160405,0.22784142493289805,0.6604486541605687,0.3025281403169906
