player_id,rank,agent,role,matches_played,win_rate,kills_per_match,deaths_per_match,assists_per_match,acs,headshot_pct,utility_usage,clutch_success_rate,playstyle_cluster,playstyle
P0001,Silver,Clove,Controller,367,0.5295119226852592,16.702813337684567,13.294892750616947,5.307002656835091,182.7797307573648,0.2324864237753055,0.5260871976097732,0.3565629464108979,3,Utility & Clutch Specialists
P0002,Immortal,Iso,Duelist,363,0.5506517156453838,20.43480280516282,12.060548539416178,10.627069381846525,239.8417660914359,0.2300881030173718,0.3552644714466308,0.336361458848106,0,Aggressive Fraggers
P0003,Platinum,Phoenix,Duelist,210,0.5011328961526095,18.36101985885466,13.314310022155508,6.112291959375043,241.37235852438948,0.2769811483372041,0.2905173010953,0.3755238940550321,2,Aim-Focused Duelists
P0004,Platinum,Brimstone,Controller,380,0.5558641790579388,20.52101223916829,9.885578704270005,5.088646812330666,246.3636485905465,0.2077674349435688,0.6593132957392326,0.266909964098153,0,Aggressive Fraggers
P0005,Bronze,Clove,Controller,65,0.4217509044483962,16.144393431876974,16.51833663518075,1.977407197006749,164.08995420933832,0.1487198524522104,0.5164214037615136,0.2356638036037937,1,Low-Impact / Learning Players
P0006,Bronze,Veto,Sentinel,387,0.4711606187228509,16.02054917367203,14.933457816732655,6.567701033180712,156.56975586038908,0.1793133423217419,0.4722329802913694,0.4160929465607434,3,Utility & Clutch Specialists
P0007,Iron,Omen,Controller,143,0.4365742631010879,12.498740565455304,15.981784883291851,2.942226963961857,173.17627949767797,0.1895465706838312,0.6719962099815163,0.2395274931655431,1,Low-Impact / Learning Players
P0008,Ascendant,Cypher,Sentinel,353,0.5670882929480541,20.02473315809008,9.345619202607825,8.040884849786888,259.331786795193,0.3572517761701802,0.6508234931581175,0.3301914281665723,0,Aggressive Fraggers
P0009,Platinum,Sova,Initiator,187,0.4632801808646755,19.326863521174264,13.6181709230854,6.057747728542909,167.2341509849764,0.2336099629876895,0.4159615814903684,0.2328474652200993,2,Aim-Focused Duelists
P0010,Platinum,Sova,Initiator,387,0.5814887112260969,17.71777147955071,16.73649588650457,4.021547252546234,215.402129337382,0.1899809304743832,0.6242890329541174,0.1755750743083468,3,Utility & Clutch Specialists
P0011,Iron,Tejo,Initiator,87,0.5310341898291557,9.831512492776582,16.18409824245741,3.776579057650419,170.17315608559682,0.3028870275013479,0.5434571905577813,0.1804467654757912,1,Low-Impact / Learning Players
P0012,Immortal,Cypher,Sentinel,176,0.5804414069133697,19.98614527810971,11.071737979677025,6.65370573020927,230.119244134205,0.2316079309782591,0.5736775408903168,0.3916321410188286,0,Aggressive Fraggers
P0013,Diamond,Viper,Controller,324,0.4876822563314812,19.577862660229613,14.13563111296092,5.696664380451808,214.8513845049442,0.2178286874498368,0.7377631471260268,0.3453192274060744,3,Utility & Clutch Specialists
P0014,Silver,Deadlock,Sentinel,213,0.4814551354162511,16.663295334251526,12.429263646964603,7.566543213786181,195.4792102415347,0.2710741219585818,0.4724329249508285,0.327389977636159,3,Utility & Clutch Specialists
P0015,Bronze,Neon,Duelist,368,0.4994930070293,12.913053785492911,14.435150067763484,5.443762636576055,163.70249335873842,0.2296328086732002,0.2505935714139645,0.2284539780224672,2,Aim-Focused Duelists
P0016,Bronze,Chamber,Sentinel,126,0.4192406162142196,6.070674979067165,21.27340222212314,4.461758807122201,165.65682385726288,0.2297188707786869,0.6655068341826493,0.3096147707921042,1,Low-Impact / Learning Players
P0017,Silver,Sage,Sentinel,223,0.4735550407940905,20.70354367794411,13.1719345772554,5.560755717502505,202.03152640492368,0.1806646157142879,0.5645734947084271,0.3557217635422224,3,Utility & Clutch Specialists
P0018,Gold,Deadlock,Sentinel,370,0.5170327068206071,18.17403296078477,11.445784642037204,6.785106132205687,207.96096433018525,0.1956827856675512,0.5782115604976386,0.3276806479769074,3,Utility & Clutch Specialists
P0019,Gold,Raze,Duelist,140,0.5601523926102963,18.723523984207706,13.479714565359878,5.173471510748307,207.68557669971904,0.3162142430373739,0.2049855093143533,0.1735343482537784,2,Aim-Focused Duelists
P0020,Silver,Omen,Controller,287,0.5187711866544688,17.111882903291683,11.14258331898404,4.349189805531216,219.4431019561639,0.2163830674921724,0.7857784552058071,0.2229198580002244,3,Utility & Clutch Specialists
P0021,Platinum,Killjoy,Sentinel,313,0.5608433984766131,20.13497744225996,10.949397699937895,5.519849285474875,166.89860900179582,0.2488252840488713,0.3836032138608807,0.423337989145267,3,Utility & Clutch Specialists
P0022,Bronze,Fade,Initiator,228,0.4286865721661787,14.271718848163314,14.92124239719202,4.2826821570781695,170.86081741700775,0.1874088160667711,0.6118772739584807,0.3036324391247561,1,Low-Impact / Learning Players
P0023,Silver,Skye,Initiator,258,0.5000959477586961,15.241796503302506,15.07406862356074,5.319229770324579,178.32108807389275,0.1292034001990088,0.570932685149187,0.2095449285513239,3,Utility & Clutch Specialists
P0024,Silver,Astra,Controller,122,0.4439018336437435,14.743712521661644,14.148400680543324,5.507536162903939,165.14843986542354,0.234925540210059,0.5625939517600285,0.2334854637026285,1,Low-Impact / Learning Players
P0025,Gold,Killjoy,Sentinel,156,0.5422763049942606,24.17977921537277,13.420308311575292,5.673163954246415,198.88532120212773,0.289923258669261,0.6121076368449011,0.2704715412615341,3,Utility & Clutch Specialists
P0026,Diamond,Viper,Controller,394,0.5975609820392808,19.23225051733844,12.303420611431829,6.473157534487475,210.4719990267241,0.2998185387379338,0.3917940829236532,0.2971663140993719,2,Aim-Focused Duelists
P0027,Bronze,Gekko,Initiator,344,0.4776681784386311,9.46100427100518,14.68602507506775,3.145967109266891,176.7835515827097,0.1557774568858689,0.587137909761739,0.229068515767944,1,Low-Impact / Learning Players
P0028,Gold,Raze,Duelist,333,0.4816294706602592,19.14084234672159,12.502852943077746,4.721999920568185,217.0640309010311,0.189118037408311,0.2262594654419824,0.15706960227566,2,Aim-Focused Duelists
P0029,Platinum,Skye,Initiator,231,0.5098136435979201,15.190128445164229,12.886299729693476,5.1202065103610455,211.2822912785421,0.2238192203794473,0.6474725600905729,0.4067048054513803,3,Utility & Clutch Specialists
P0030,Iron,Jett,Duelist,86,0.5103258105331004,12.214415924080267,15.521730466757903,4.939652008680916,158.40183094674902,0.2314552900916568,0.3298814224908146,0.3148972587521946,1,Low-Impact / Learning Players
P0031,Platinum,Harbor,Controller,186,0.5024644777688252,15.883854528292972,16.75024341784141,5.414045203872972,218.6689315243627,0.1875531774985459,0.5716915275165065,0.4358740267305931,3,Utility & Clutch Specialists
P0032,Bronze,Iso,Duelist,387,0.5024997083725284,15.395173940678395,13.74586249467056,4.962014853326012,143.94310472950508,0.2310116182835876,0.3217336847682546,0.091690643616208,2,Aim-Focused Duelists
P0033,Iron,Neon,Duelist,105,0.436944579910926,7.631014529896382,16.410293156712644,5.273713908898287,134.5096178538526,0.2138093697745489,0.4887138959992274,0.2570245167345484,1,Low-Impact / Learning Players
P0034,Immortal,Vyse,Sentinel,236,0.5632931775770078,21.72383533067704,11.8867041768859,7.33954279521228,298.844911895126,0.2285659170681343,0.6393715564418126,0.2183922196688175,0,Aggressive Fraggers
P0035,Immortal,Skye,Initiator,390,0.5127675486265287,21.34099239872775,8.4521454340656,10.276581265274649,254.76598012368328,0.1992625341645575,0.7774988413536466,0.2460024967351573,0,Aggressive Fraggers
